Name,Price,Make,Model,Trim,Trim Level,Year,Mileage,Fuel Type,Transmission,Body Type,Engine Size (Litres),Power,Acceleration (0-100 km/h),Seats,Doors,Colour,Country of Registration,Previous Owners,Road Tax,NCT Expiry,EURO NCAP Safety Rating,Warranty,Battery Capacity,Horsepower,Machinery Type,Battery Range (up to)
"Ford Focus, 2012 NCT 11/23 AND TAXED 04/23","€6,450",Ford,Focus,ZETEC,Sports Trim,2012,"175,000 mi",Diesel,Manual,Hatchback,1.6 litre,95hp,12.5 sec,5,4,Brown,Ireland,3,190,Nov 2023,5/5,,,,,
"Audi A3, 2013 SLINE NCT 06/23 &TAXED 12/22","€12,450",Audi,A3,S LINE,Sports Trim,2013,"165,000 mi",Diesel,Manual,Hatchback,1.6 litre,105hp,10.9 sec,5,5,Silver,Ireland,---,170,Jun 2023,5/5,,,,,
"Volkswagen Crafter, 2018 DOE 08/23 & TAXED 06/22","€18,950",Volkswagen,Crafter,,,2018,"170,000 mi",Diesel,Manual,Refrigerated,2.0 litre,,,3,,,,,,,,,,,,
Dacia Sandero Stepway 1.5 Blue dCi 95 Alternative,"€16,990",Dacia,Sandero Stepway,STEPWAY ALTERNATIVE,Base Trim,2020,"49,966 km",Diesel,Manual,Crossover,1.5 litre,95hp,12.5 sec,5,4,Black,Ireland,1,190,Jan 2024,4/5,Available,,,,
"Peugeot 308, 2014","€8,995",Peugeot,308,Active,Medium Trim,2014,"101,851 km",Diesel,Manual,Hatchback,1.6 litre,92hp,11.3 sec,5,4,Blue,Ireland,1,180,May 2024,5/5,3 Month,,,,
2019 Ford Kuga Titanium 1.5Tdci Crew Cab FWD,"€19,950",Ford,Kuga,---,---,2019,"195,551 km",Diesel,Manual,SUV,1.5 litre,---,---,4,4,Grey,Ireland,---,333,Apr 2023,---,3 Month,,,,
2019 Ford Kuga Titanium 1.5Tdci Crew Cab FWD,"€16,219",Ford,Kuga,,,2019,"195,551 km",Diesel,Manual,SUV,1.5 litre,,,4,,,,,,,,,,,,
2018 Toyota Landcruiser Business Auto Crew Cab 2.8,"€43,950",Toyota,Landcruiser,---,---,2018,"191,452 km",Diesel,Automatic,SUV,2.8 litre,---,---,5,4,Grey,Ireland,1,333,Jun 2023,---,3 Month,,,,
BMW X5 2018 30D M SPORT 2 SEATER COMMERCIAL,"€49,900",BMW,X5,---,---,2018,"44,000 mi",Diesel,Automatic,SUV,3.0 litre,---,---,2,5,Black,Ireland,1,333,Oct 2023,---,6 Month,,,,
2016/162 Audi RS3 2.5 TFSI Quattro  Auto,"€49,990",Audi,RS3,---,Base Trim,2016,"41,600 mi",Petrol,Automatic,Hatchback,2.5 litre,340hp,4.6 sec,5,5,Grey,Ireland,3,750,Jul 2022,---,Available,,,,
Brand New Koppla Electric Scooter,"£2,500",Koppla,Gator,,,2022,0 km,,,,---,,,,,,,,,,,,,,,
2014 Mercedes-Benz CLA-Class 200 CDI URBAN 4 DR,"€17,950",Mercedes-Benz,CLA-Class,URBAN,Medium Trim,2014,"138,258 km",Diesel,Manual,Saloon,1.8 litre,136hp,9.4 sec,5,4,Black,Ireland,3,200,Aug 2022,5/5,3 Month,,,,
Lexus RX450h RX 450h Luxury AWD (nedc2),"€64,950",Lexus,RX,Luxury,Medium Trim,2019,"39,000 km",Hybrid,Automatic,Estate,3.5 litre,313hp,7.7 sec,5,4,---,Ireland,2,280,Jan 2023,5/5,Available,---,,,
Hyundai i30 N Line,"€29,945",Hyundai,i30,---,---,2022,0 mi,Petrol,Manual,Hatchback,1.0 litre,---,---,---,4,---,Ireland,---,---,---,---,,,,,
2017 SEAT Leon 1.6TDI SE Tech 6 Seed Ecomotive 110,"€15,950",SEAT,Leon,SE,Medium Trim,2017,"75,957 mi",Diesel,Manual,Hatchback,1.6 litre,90hp,12.6 sec,5,5,Grey,Ireland,1,180,May 2024,---,3 Month,,,,
2015 BMW X5 2.5D S-Drive SE 7 Seat Auto,"€34,950",BMW,X5,SE,Base Trim,2015,"179,852 km",Diesel,Automatic,SUV,2.0 litre,218hp,8.2 sec,7,4,Silver,Ireland,1,390,Oct 2023,---,3 Month,,,,
2019 Ford Kuga Titanium 1.5Tdci Crew Cab FWD,"€21,450",Ford,Kuga,---,---,2019,"165,799 km",Diesel,Manual,SUV,1.5 litre,---,---,4,4,Silver,Ireland,---,333,Apr 2023,---,3 Month,,,,
2019 Skoda Superb 2.0TDI Ambition 150bhp,"€22,950",Skoda,Superb,Ambition,Medium Trim,2019,"149,258 km",Diesel,Manual,Saloon,2.0 litre,150hp,9.2 sec,5,4,Black,Ireland,---,200,Jan 2023,5/5,6 Month,,,,
2014 Volkswagen Golf 2.0TDI Match 150PS Bluemotion,"€12,950",Volkswagen,Golf,Edition-R,Medium Trim,2014,"194,258 km",Diesel,Manual,Hatchback,2.0 litre,150hp,8.6 sec,5,5,Black,Ireland,1,190,May 2024,5/5,3 Month,,,,
MITSUBISHI L200 2009' CREWCAB,"€10,100",Mitsubishi,L200,,,2009,"313,000 km",Diesel,Manual,Crew Cab,2.5 litre,,,5,,,,,,,,,,,,
RangeRover Full History Crewcab,"€3,999",LAND ROVER,Range Rover Sport,,,2006,"299,000 km",Diesel,Automatic,SUV,2.7 litre,,,2,5,Black,Ireland,2,---,Feb 2022,,,,,,
Renault Clio Iconic TCe 90,"€22,295",Renault,Clio,---,---,2022,"8,633 km",Petrol,Manual,Hatchback,1.0 litre,---,---,---,5,Black,Ireland,1,190,Jan 2026,---,Available,,,,
10 Hyundai IX35 2.0D 6 Speed Manual Warranty,"€6,750",Hyundai,ix35,,,2010,"162,000 mi",Diesel,Manual,SUV,2.0 litre,,,---,5,Black,Ireland,3,390,Jul 2023,,,,,,
07 Opel Astra 1.7D Manual Low Miles,"€1,950",Vauxhall,Astra,,,2007,"121,000 mi",Diesel,Manual,Hatchback,1.7 litre,,,5,5,Silver,Ireland,1,514,Feb 2021,,,,,,
07 Toyota Avensis 2.0D Very clean Warranty,"€2,450",Toyota,Avensis,,,2007,"158,000 mi",Diesel,Manual,Saloon,2.0 litre,,,5,4,Silver,Ireland,4,710,Feb 2022,,,,,,
Mercedes-Benz A-Class A 180 D Style,"€35,950",Mercedes-Benz,A-Class,Style,Base Trim,2020,"35,000 km",Diesel,Automatic,Saloon,1.5 litre,116hp,10.7 sec,5,4,Grey,Ireland,1,180,Aug 2024,---,12 Month,,,,
Ford Fiesta 1.0t Ecoboost 100 PS Active,"€20,000",Ford,Fiesta,Active,Medium Trim,2019,"32,000 km",Petrol,Manual,Hatchback,1.0 litre,100hp,11.2 sec,5,4,Grey,Ireland,1,200,Aug 2023,5/5,Available,,,,
142 Opel Zafira 1.7D 7 Seater NCT and TAX Warranty,"€7,450",Opel,Zafira,Club,Base Trim,2014,"118,000 mi",Diesel,Manual,MPV,1.7 litre,110hp,13.4 sec,7,4,Silver,Ireland,1,280,Nov 2022,---,,,,,
12 VW Passat 1.6TDI Highline Warranty,"€8,450",Volkswagen,Passat,HIGHLINE,Luxury Trim,2012,"143,000 mi",Diesel,Manual,Saloon,1.6 litre,105hp,12.2 sec,5,4,Black,Ireland,2,200,Sep 2022,5/5,,,,,
12 Nissan Qashqai+2 1.5D Acenta 7 Seater Warranty,"€8,450",Nissan,Qashqai+2,XE,Base Trim,2012,"102,000 mi",Diesel,Manual,Hatchback,1.5 litre,110hp,13.2 sec,7,5,Black,Ireland,1,280,Jul 2022,---,,,,,
2011 Alfa Romeo Gulietta 2.0D 170bhp Veloce,"€5,950",Alfa Romeo,Giulietta,Veloce,Luxury Trim,2011,"127,000 mi",Diesel,Manual,Hatchback,2.0 litre,170hp,8.0 sec,5,5,Black,Ireland,---,270,Nov 2022,5/5,,,,,
10 Mazda 3 1.6D Executive NCT and TAX Warranty,"€4,999",Mazda,3,,,2010,"175,000 km",Diesel,Manual,Saloon,1.6 litre,,,---,4,Black,Ireland,4,200,Mar 2023,,,,,,
Lexus RX450h Hybrid Luxury Awd Auto,"€45,475",Lexus,RX,Luxury,Medium Trim,2016,"74,000 km",Hybrid,Automatic,SUV,3.5 litre,313hp,7.7 sec,5,4,Grey,Ireland,1,270,Jan 2024,5/5,Available,---,,,
11 Chevrolet Aveo 1.2 5dr Petrol Manual Low Miles,"€3,999",Chevrolet,Aveo,---,---,2011,"61,000 mi",Petrol,Manual,Hatchback,1.2 litre,---,---,---,5,Silver,Ireland,2,280,Oct 2022,---,,,,,
11 Renault Grand Scenic 1.5D TomTom 7 Seater,"€5,250",Renault,Grand Scenic,DYNAMIQUE,Medium Trim,2011,"109,000 mi",Diesel,Manual,MPV,1.5 litre,110hp,13.3 sec,7,5,Grey,Ireland,2,270,Aug 2022,---,,,,,
11 Insignia 2.0D SRI VX-LINE 160bhp Warranty,"€4,999",Opel,Insignia,---,---,2011,"115,000 mi",Diesel,Manual,Hatchback,2.0 litre,---,---,5,5,Red,Ireland,---,390,---,---,,,,,
10 Audi A4 1.8TFSI SPORT Low Miles Warranty,"€7,450",Audi,A4,,,2010,"135,000 km",Petrol,Manual,Saloon,1.8 litre,,,---,4,Silver,Ireland,2,570,Feb 2022,,,,,,
12 Audi A4 2.0D AUTO Warranty,"€8,999",Audi,A4,---,Base Trim,2012,"166,000 mi",Diesel,Automatic,Saloon,2.0 litre,143hp,9.1 sec,5,4,Silver,Ireland,4,270,Jul 2022,---,,,,,
09 Nissan Qashqai 1.6 Petrol Low Miles Warranty,"€4,999",Nissan,Qashqai,,,2009,"84,000 mi",Petrol,Manual,Hatchback,1.6 litre,,,---,5,Blue,Ireland,1,570,Oct 2022,,,,,,
12 Toyota Vitz 1.3 Low Miles Warranty,"€7,999",Toyota,Vitz,---,---,2012,"36,000 mi",Petrol,Automatic,---,1.3 litre,---,---,5,5,Silver,Ireland,1,---,---,---,,,,,
11 Honda Insight 1.3 Hybrid NCT and TAX Low Miles,"€7,999",Honda,Insight,---,---,2011,"59,000 mi",Petrol Hybrid,Automatic,Hatchback,1.3 litre,---,---,---,5,Black,Ireland,1,170,Jan 2023,---,,---,,,
Mercedes-Benz CLA-Class 180 AMG Line Edition 5DR,"€27,950",Mercedes-Benz,CLA-Class,AMG LINE,Sports Trim,2018,"42,001 km",Petrol,Manual,Estate,1.6 litre,122hp,9.4 sec,5,5,Grey,Ireland,2,280,Jan 2022,---,Available,,,,
2020 AUDI Q5 TFSI E S LINE COMPETITION QUATTRO.,"€57,999",Audi,Q5,---,---,2020,"18,483 mi",Petrol Plug-in Hybrid,Automatic,SUV,2.0 litre,---,---,5,5,Blue,UK,---,170,---,---,Available,---,,,---
"2013 Volkswagen Golf, 1.6 TDI S BLUEMOTION","€11,995",Volkswagen,Golf,BLUEMOTION,Base Trim,2013,"118,000 mi",Diesel,Manual,Hatchback,1.6 litre,105hp,11.3 sec,5,5,Silver,Ireland,---,180,Feb 2024,---,Available,,,,
11 Hyundai I30 1.6D Low Miles Estate New NCT,"€5,750",Hyundai,i30,Classic,Base Trim,2011,"112,000 mi",Diesel,Manual,Estate,1.6 litre,90hp,14.9 sec,5,5,Blue,Ireland,1,270,Mar 2022,---,,,,,
05 Land Rover Range Rover 3.0D HSE Low Miles Crew,"€9,950",LAND ROVER,Range Rover,,,2005,"131,000 mi",Diesel,Automatic,SUV,2.9 litre,,,5,5,Blue,Ireland,4,333,Feb 2021,,,,,,
2012 Iveco Eurocargo 15E18 15 Tonne Fridge,€1,Iveco,Eurocargo,,,2012,252 km,Diesel,Automatic,Refrigerated,---,,,,,,,,,,,,,180,,
10 VW Shirocco 2.0TDI GT 170bhp Warranty,"€8,450",Volkswagen,Scirocco,,,2010,"137,000 mi",Diesel,Manual,Hatchback,2.0 litre,,,5,3,White,Ireland,2,280,Nov 2022,,,,,,
152 Insignia 2.0D 170bhp ELITE Warranty,"€9,450",Opel,Insignia,Elite,Luxury Trim,2015,"140,000 mi",Diesel,Manual,Hatchback,2.0 litre,170hp,9.5 sec,5,5,Green,Ireland,2,200,Feb 2024,---,,,,,
152 Opel Insignia 2.0D 170bhp ELITE Warranty,"€9,450",Opel,Insignia,---,---,2015,"140,000 mi",Diesel,Manual,Hatchback,2.0 litre,---,---,5,5,Green,Ireland,2,200,---,---,,,,,
2013 Daf 45/160 7.5Ton Tipper Crane,£1,DAF,,,,2013,"80,000 mi",Diesel,Manual,Tipper,4.7 litre,,,,,,,,,,,,,160,,
11 Seat Altea XL 1.6TDI Fresh NCT Warranty,"€4,950",SEAT,Altea,REFERENCE,Luxury Trim,2011,"129,000 mi",Diesel,Manual,MPV,1.6 litre,105hp,12.4 sec,5,5,Beige,Ireland,2,200,Mar 2023,---,,,,,
"Iveco Daily, 2014 7T tipper crane",€1,Iveco,Daily,,,2014,"80,000 km",Diesel,Manual,Tipper,3.0 litre,,,,,,,,,,,,,170,,
10 Renault Grand Megane 1.5D TomTom Low Miles NCT,"€4,999",Renault,Grand Megane,,,2010,"97,000 mi",Diesel,Manual,Estate,1.5 litre,,,---,5,Black,Ireland,1,200,Jan 2023,,,,,,
10 Ford Focus 1.6D NCT and TAX Warranty,"€3,999",Ford,Focus,,,2010,"153,000 mi",Diesel,---,Hatchback,1.6 litre,,,---,5,Blue,Ireland,1,200,Aug 2022,,,,,,
181 Opel Insignia 2.0D 170bhp Sports Tourer,"€13,750",Opel,Insignia,SE,Medium Trim,2018,"144,000 mi",Diesel,Manual,Estate,2.0 litre,170hp,8.9 sec,5,5,Grey,Ireland,---,280,Jan 2022,5/5,,,,,
Opel Combo Combo LE NAV L1h1 1.6 CDTI  14900 Plus,"€14,900",Opel,Combo,,,2019,"80,000 km",Diesel,Manual,Van,1.6 litre,,,---,,,,,,,,,,,,
"DAF  CF 75/310, 2012 Sleepercab 28F flatbed",£1,DAF,CF 75/310,,,2012,492 mi,Diesel,Manual,Flatbed,9.2 litre,,,,,,,,,,,,,310,,
10 Audi A6 2.0TDI High Spec Warranty,"€6,750",Audi,A6,,,2010,"175,000 mi",Diesel,Manual,Saloon,2.0 litre,,,5,4,Black,Ireland,1,280,Feb 2023,,,,,,
11 Hyundai IX35 1.7D Full leather Warranty,"€7,950",Hyundai,ix35,Executive,Medium Trim,2011,"124,000 mi",Diesel,Manual,SUV,1.7 litre,115hp,12.4 sec,5,5,Silver,Ireland,3,280,Aug 2022,5/5,,,,,
VW Passat CC 2.0TDI 170bhp GT DSG AUTO Low Miles,"€6,999",Volkswagen,CC,,,2009,"126,000 mi",Diesel,Automatic,Coupe,2.0 litre,,,---,---,Black,Ireland,3,570,Jan 2021,,,,,,
2010 BMW 320D E92 M-Sport Coupe Warranty,"€7,950",BMW,3-Series,,,2010,"136,000 mi",Diesel,Manual,Coupe,2.0 litre,,,4,2,Silver,Ireland,1,270,Nov 2022,,,,,,
11 Volvo XC90 2.4D R-DESIGN 197BHP AUTO,"€10,950",Volvo,XC90,R-Design,Sports Trim,2011,"164,000 mi",Diesel,Automatic,Estate,2.4 litre,200hp,10.3 sec,7,5,Black,Ireland,---,1200,Apr 2023,---,,,,,
Renault Zoe Iconic Rapid Charge 110 Bhp 50kw,"€32,950",Renault,Zoe,Iconic,Base Trim,2022,100 km,Electric,Automatic,Hatchback,,107hp,11.4 sec,5,5,Grey,Ireland,1,120,Jul 2026,5/5,Available,52 kWh,,,395 km
Audi A4 Sport Ultra TDI,"€26,999",Audi,A4,Attraction,Base Trim,2017,"143,954 km",Diesel,Manual,Estate,2.0 litre,150hp,9.2 sec,5,5,Red,UK,1,---,---,5/5,,,,,
2012 Toyota Yaris 1.4D New NCT and TAX Warranty,"€7,450",Toyota,Yaris,Terra,Base Trim,2012,"117,000 mi",Diesel,Manual,Hatchback,1.4 litre,90hp,10.8 sec,5,5,Red,Ireland,1,190,Feb 2024,---,,,,,
12 Skoda Superb 1.6TDI Elegance  Warranty,"€6,999",Skoda,Superb,ELEGANCE,Luxury Trim,2012,"169,000 mi",Diesel,Manual,Hatchback,1.6 litre,105hp,12.5 sec,5,5,Black,Ireland,1,200,Sep 2022,---,,,,,
11 Fiat 500 1.2 Manual Low Miles Warranty,"€6,950",Fiat,500,Pop,Base Trim,2011,"65,000 mi",Petrol,Manual,Hatchback,1.2 litre,69hp,12.9 sec,4,3,White,Ireland,4,200,Dec 2022,---,,,,,
Mitsubishi Outlander 2015 (2) GX4H - High Spec,"€17,450",Mitsubishi,Outlander,Instyle,Luxury Trim,2015,"105,450 mi",Petrol Plug-in Hybrid,Unknown,SUV,2.0 litre,203hp,11.0 sec,5,---,Grey,Ireland,---,170,Feb 2024,5/5,,12 kWh,,,---
11 Insignia 2.0D 160bhp VX-LINE SRI Warranty,"€4,999",Vauxhall,Insignia,---,---,2011,"115,000 mi",Diesel,Manual,Hatchback,2.0 litre,---,---,5,4,Red,Ireland,1,390,Mar 2022,---,,,,,
"Fiat 500, 2013","€7,995",Fiat,500,Pop,Base Trim,2013,"56,000 km",Petrol,Manual,Hatchback,0.9 litre,85hp,11.0 sec,4,2,Blue,Ireland,4,180,Jul 2024,---,3 Month,,,,
12 Nissan Qashqai 1.5D Acenta Warranty,"€7,450",Nissan,Qashqai,XE,Base Trim,2012,"122,000 mi",Diesel,Manual,Hatchback,1.5 litre,110hp,12.4 sec,5,5,Blue,Ireland,2,280,Sep 2022,---,,,,,
"Renault Fluence, 2011","€6,995",Renault,Fluence,TOMTOM ED,Medium Trim,2011,"133,000 km",Diesel,Automatic,Saloon,1.5 litre,110hp,11.9 sec,5,4,Silver,Ireland,1,200,Sep 2023,---,3 Month,,,,
08 Hyundai Santa Fe 2.2D 2WD Low Miles Warranty,"€4,999",Hyundai,Santa Fe,,,2008,"113,000 mi",Diesel,Manual,SUV,2.2 litre,,,7,5,Black,Ireland,1,750,Nov 2022,,,,,,
Land Rover Discovery 3.0 Sdv6 Commercial -306 BHP,"€43,950",LAND ROVER,Discovery,,,2019,"120,000 km",Diesel,Automatic,Van,3.0 litre,,,---,,,,,,,,,,,,
12 Opel Insignia 2.0D 160bhp ELITE Warranty,"€5,450",Opel,Insignia,SE,Medium Trim,2012,"173,000 mi",Diesel,Manual,MPV,2.0 litre,160hp,9.9 sec,5,4,Black,Ireland,2,200,Jan 2023,---,,,,,
"Hyundai i30, 2016","€14,995",Hyundai,i30,Classic,Base Trim,2016,"64,500 mi",Diesel,Manual,Hatchback,1.6 litre,110hp,10.6 sec,5,5,Grey,Ireland,1,190,Sep 2024,---,3 Month,,,,
"Honda Insight, 2012","€7,995",Honda,Insight,SE,Medium Trim,2012,"156,000 km",Petrol Hybrid,Automatic,Hatchback,1.3 litre,98hp,12.5 sec,5,5,Silver,Ireland,1,180,Mar 2024,5/5,3 Month,---,,,
"DS DS 4, 2015","€7,995",DS,DS 4,PRESTIGE,Medium Trim,2015,"240,000 km",Diesel,Manual,Hatchback,1.6 litre,120hp,10.9 sec,5,5,Black,Ireland,1,190,Oct 2023,5/5,3 Month,,,,
"Peugeot 508, 2016","€10,995",Peugeot,508,Active,Medium Trim,2016,"179,000 km",Diesel,Manual,Saloon,1.6 litre,120hp,11.0 sec,5,4,Grey,Ireland,1,180,Feb 2024,5/5,3 Month,,,,
141 Mercedes Benz E220CDI AUTO AMG Warranty,"€17,750",Mercedes-Benz,E-Class,ELEGANCE SPORT,Sports Trim,2014,"107,000 mi",Diesel,Automatic,Saloon,2.1 litre,170hp,8.4 sec,5,4,Silver,Ireland,1,280,May 2024,5/5,,,,,
"Ford Focus, 2005","€1,795",Ford,Focus,,,2005,"345,000 km",Diesel,Manual,Hatchback,1.6 litre,,,5,5,Black,Ireland,4,514,Feb 2023,,,,,,
LAND ROVER Defender 2009,"€45,000",LAND ROVER,Defender,,,2009,---,Diesel,Manual,SUV,2.4 litre,,,2,2,White,Ireland,4,---,---,,,,,,
2014 Kia Ceed Van 1.6 NEW DOE,"€5,950",KIA,Ceed,EX,Luxury Trim,2014,"164,655 mi",Diesel,Manual,Other,1.6 litre,128hp,11.2 sec,2,5,Silver,Ireland,2,200,---,5/5,,,,,
Ford Fiesta ACTIVE 1 TURBO,"€19,450",Ford,Fiesta,---,---,2019,"31,477 km",Petrol,Manual,Hatchback,1.0 litre,---,---,5,5,Grey,Ireland,1,---,---,---,,,,,
"Toyota Corolla, 2011","€4,695",Toyota,Corolla,Terra,Base Trim,2011,"245,000 km",Diesel,Manual,Saloon,1.4 litre,90hp,11.9 sec,5,4,Blue,Ireland,1,270,Jun 2023,---,3 Month,,,,
2008 Nissan x - trial 2.0 dci top spec,"£2,850",Nissan,X-Trail,,,2008,"170,000 mi",Diesel,Manual,SUV,2.0 litre,,,5,5,Blue,Northern Ireland,3,---,---,,,,,,
2018 Ford Kuga 1.5 TDCI ST Line,"€24,950",Ford,Kuga,---,---,2018,"75,000 mi",Diesel,Manual,SUV,1.5 litre,---,---,5,5,Red,Northern Ireland,1,---,---,---,,,,,
131 Peugeot 508 2.0HDI 140bhp High Spec Warranty,"€7,450",Peugeot,508,Allure,Medium Trim,2013,"134,000 mi",Diesel,Manual,Saloon,2.0 litre,140hp,9.8 sec,5,4,Black,Ireland,1,200,Jul 2023,5/5,,,,,
Ford Kuga 1.5tdci 120PS FWD Titanium,"€17,900",Ford,Kuga,Titanium,Base Trim,2017,"168,000 km",Diesel,Manual,SUV,1.5 litre,120hp,12.7 sec,4,4,White,Ireland,3,333,---,5/5,Available,,,,
Volkswagen T-Roc 1.5 TSI 150bhp R-line DSG,"€34,950",Volkswagen,T-Roc,R-Line,Sports Trim,2020,"21,000 km",Petrol,Automatic,SUV,1.5 litre,150hp,8.4 sec,5,5,Red,Ireland,1,270,Mar 2024,5/5,Available,,,,
Volkswagen Golf TL 1.6 tdi,"€10,800",Volkswagen,Golf,TRENDLINE,Base Trim,2013,"226,000 km",Diesel,Manual,Estate,1.6 litre,105hp,10.7 sec,5,5,Blue,Ireland,2,180,Mar 2023,---,,,,,
2011 Mercedes-Benz C-Class C220 Executive SE Auto,"€9,950",Mercedes-Benz,C-Class,Avantgarde,Sports Trim,2011,"203,258 km",Diesel,Automatic,Saloon,2.1 litre,170hp,8.5 sec,5,4,Silver,Ireland,1,390,Sep 2022,---,3 Month,,,,
2016 Vauxhall Insignia 1.6 Design CDTi,"€9,999",Vauxhall,Insignia,---,---,2016,"180,000 km",Diesel,Unknown,Hatchback,1.6 litre,---,---,5,---,Black,Ireland,---,170,Aug 2023,---,,,,,
⭐️2011 Volkswagen Golf 1.6 Diesel⭐️,"€5,950",Volkswagen,Golf,TRENDLINE,Base Trim,2011,"182,000 mi",Diesel,Manual,Hatchback,1.6 litre,90hp,12.9 sec,5,5,White,Ireland,5,200,Oct 2022,---,,,,,
Digger,"€15,000",Daewoo,,,,,,,,,,,,,,,,,,,,,,,Excavators,
2015 Volkswagen Golf 1.6 Tdi,"€15,950",Volkswagen,Golf,BLUEMOTION,Base Trim,2015,"178,000 km",Diesel,Manual,Hatchback,1.6 litre,105hp,11.3 sec,5,5,Blue,Ireland,---,180,Oct 2023,---,6 Month,,,,
2021 ktm 250 exc 6days road registered,"€8,499",KTM,250,,,2021,---,,,,250 cc,,,,,,,,,,,,,,,
Komatsu PC26MR,€100,KOMATSU,,,,,,,,,,,,,,,,,,,,,,,Excavators,
Toyota Corolla HYB 1.8 Luna T TS 4DR Auto,"€30,500",Toyota,Corolla,Luna,Base Trim,2022,"18,000 km",Hybrid,Automatic,Estate,1.8 litre,122hp,11.1 sec,5,4,Black,Ireland,1,180,Jan 2026,5/5,Available,---,,,
Ford Transit 350 L3 H3 P/V DRW,"€20,950",Ford,Transit,,,2017,"61,936 mi",Diesel,Manual,Van,2.0 litre,,,---,,,,,,,,,,,,
"Peugeot 307, 2006","€1,995",Peugeot,307,,,2006,"153,000 km",Petrol,Manual,Convertible,1.6 litre,,,4,2,Black,Ireland,9,514,Sep 2023,,,,,,
"Toyota Auris, 2013","€10,995",Toyota,Auris,TERRA,Base Trim,2013,"96,000 km",Diesel,Manual,Hatchback,1.4 litre,90hp,12.5 sec,5,4,White,Ireland,1,180,Nov 2023,5/5,3 Month,,,,
Skoda Octavia 2007 1.4 petrol ** NON RUNNER,€450,Skoda,Octavia,,,2007,---,Petrol,Manual,Hatchback,1.4 litre,,,5,5,Silver,Ireland,---,385,Mar 2022,,,,,,
"Honda Fit/Jazz, self-charging Automatic","€10,995",Honda,Fit,---,---,2015,"65,000 mi",Petrol Hybrid,Automatic,Hatchback,1.5 litre,---,---,5,5,Blue,Ireland,1,170,Aug 2024,---,3 Month,---,,,
FORD TRANSIT CUSTOM INCL VAT,"€16,500",Ford,Transit Custom,,,2017,"120,000 mi",Diesel,---,---,2.0 litre,,,---,,,,,,,,,,,,
Ssangyong Musso EL 2.2 DSL AT P/T 4WD 4DR A MT Au,"€30,995",SsangYong,Musso,,,2020,"85,501 km",Diesel,Automatic,Van,2.2 litre,,,---,,,,,,,,,,,,
Audi A1 2011,"€8,350",Audi,A1,---,Base Trim,2011,"219,000 km",Petrol,Manual,Hatchback,1.2 litre,86hp,11.7 sec,4,3,White,Ireland,4,200,May 2022,---,,,,,
Renault Clio Iconic Edition Naeb Tce  Service Pla,"€31,173",Renault,Clio,Iconic,Medium Trim,2022,0 km,Petrol,Manual,Hatchback,1.0 litre,100hp,11.8 sec,5,5,White,Ireland,---,170,---,5/5,Available,,,,
MINI HATCH 2019 Mini Hatch Cooper 1.5 134 BHP 6 S,"£12,950",Mini,Cooper,---,---,2019,"35,468 mi",Petrol,Manual,Hatchback,1.5 litre,---,---,---,3,Grey,UK,---,---,---,---,,,,,
1974 mustang Mach ll fastback,"€14,000",Ford,Mustang Mach ll,,,1974,---,Petrol,Automatic,Hatchback,2.3 litre,,,,,,,,,,,,,,,
VOLKSWAGEN GOLF 1.6 MATCH BMT,"€15,350",Volkswagen,Golf,BLUEMOTION,Base Trim,2016,"135,917 mi",Diesel,Manual,Hatchback,1.6 litre,105hp,11.3 sec,5,5,Black,Ireland,1,180,Sep 2024,---,3 Month,,,,
Toyota Landcruiser 3.0 D4D GX 3Dr,No Price,Toyota,Landcruiser,,,2006,"278,901 km",Diesel,Manual,SUV,3.0 litre,,,---,3,Black,Ireland,4,333,Oct 2022,,Available,,,,
"Nissan Juke, 2011",No Price,Nissan,Juke,XE,Base Trim,2011,"100,000 km",Petrol,Manual,SUV,1.6 litre,117hp,11.1 sec,5,5,Grey,Ireland,---,280,May 2023,5/5,3 Month,,,,
Renault KADJAR Signature S NAV Energy 5DR,"€25,950",Renault,Kadjar,Signature S Nav,Luxury Trim,2019,"33,419 km",Diesel,Manual,SUV,1.5 litre,110hp,11.9 sec,5,5,Grey,Ireland,1,190,Jan 2023,5/5,Available,,,,
2013 Mitsubishi L200 2.5 Di-D  No VAT  93K Miles,"£9,395",Mitsubishi,L200,,,2010,"93,000 mi",Diesel,Manual,Pick Up,2.5 litre,,,5,4,Black,United Kingdom,3,---,---,,,,,,
Toyota Landcruiser Land Cruiser 2 Seat LWB GX Com,"€34,950",Toyota,Landcruiser,,,2019,"106,000 km",Diesel,Automatic,Van,2.8 litre,,,---,,,,,,,,,,,,
Ford Focus 5DR 1.5td 95hp Call Sean 0861025852,"€16,900",Ford,Focus,---,Base Trim,2017,"101,302 km",Diesel,Manual,Hatchback,1.5 litre,95hp,12.0 sec,5,4,Black,Ireland,1,180,Jan 2023,---,Available,,,,
Hyundai i30 Hyundai i30 N Line - Available to Ord,"€29,495",Hyundai,i30,---,---,2023,0 km,Petrol,Manual,Hatchback,1.0 litre,---,---,---,5,Silver,Ireland,---,---,---,---,5 Year,,,,
Mercedes-Benz E-Class 220 D 4DR Auto,"€54,950",Mercedes-Benz,E-Class,AVANTGARDE,Base Trim,2020,"28,000 km",Diesel,Automatic,Saloon,1.9 litre,150hp,8.4 sec,5,4,Black,Ireland,1,---,Jun 2024,5/5,Available,,,,
